first_name,middle_name,last_name,email,do_not_call,p2ptext_optout,mobile_phone,home_phone,work_phone,best_phone,join_date,xdate,membership_status,memb_status_letter,membership_type,monthly_dues_status,yearly_dues_status,union_member,union_name,union_local,accomodations,race,student_yes_no,student_school_name,mailing_pref,actionkit_id,dsa_chapter,ydsa_chapter,congressional_district,address1,address2,city,state,zip,country,lat,lon
John,,Moreno,perryronnie@example.org,,,7723918342,(889)413-8538,,7723918342,2002-09-03,2011-12-17,Lapsed,L,income-based,canceled_by_failure,canceled_by_processor,"No, but former union member",,,,Asian,"Yes, graduate student",FAITH FAMILY MASTER ACADEMY,No,111825,Maine,,ME_01,170 Main Street,,Caratunk,Maine,04925,,45.233951,-69.991622
Andrew,,Daniel,vegarichard@example.com,True,TRUE,(948)568-4704,633-827-3332,,(948)568-4704,1989-04-14,2009-06-05,Lapsed,L,annual,lapsed,canceled_by_admin,"Yes, current union member",NEA,4057,,Asian,"Yes, college student",Brentwood Middle School,Membership card only,974398,Maine,,ME_01,237 Main Street,,West Paris,Maine,04289,,44.324339,-70.574112
Anthony,,Stewart,haneycasey@example.com,,,(612)358-8528,,,(612)358-8528,2004-12-08,2013-03-19,Lapsed,L,monthly,canceled_by_failure,,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, high school student",GOLDEN RULE DESOTO,Membership card only,339812,Maine,,ME_02,17 Mechanic Street,,Camden,Maine,04843,,44.210265,-69.065552
Shannon,M.,Morgan,russellelijah@example.com,,,,,,,1984-02-21,1987-04-15,Lapsed,L,one-time,past_due,canceled_by_processor,"Yes, current union member",UAW,4731,,Other,"Yes, high school student",Carol Stream Elem School,Yes,891053,Maine,,ME_01,213 Pequawket Trail,,East Baldwin,Maine,04024,,43.804193,-70.680154
Kevin,R.,Noble,tsanders@example.org,,,7954613597,,,7954613597,1986-07-27,1990-01-17,Lapsed,L,annual,canceled_by_processor,,"No, not a union member",,,,Asian,No,,No,431367,Maine,,ME_01,1 Back Road,,Abbot,Maine,04406,,45.187119,-69.450588
Joshua,,Werner,malexander@example.org,True,,,5334797894,,5334797894,2020-02-03,2024-06-30,Member in Good Standing,M,income-based,canceled_by_admin,,Currently organizing my workplace,,,,White / of European Descent,,,Membership card only,685695,Maine,,ME_01,1 Maple Street,,Temple,Maine,04984,,44.685059,-70.226452
Phillip,J.,Stevens,drodgers@example.net,,,5513921636,,,5513921636,2022-05-21,2024-03-16,Member in Good Standing,M,yearly,canceled_by_failure,canceled_by_failure,Currently organizing my workplace,,,,Jewish,,,Yes,576687,Maine,,ME_02,112 Peru Center Road,,Peru,Maine,04290,,44.50679,-70.405884
Bob,,Moreno,davidfowler@example.net,,,,(760)372-0736,,(760)372-0736,1996-03-23,2008-06-15,Lapsed,L,monthly,lapsed,canceled_by_admin,"No, not a union member",,,,West Asian / Middle Eastern,No,,No,245454,Maine,,ME_01,2 Main Street,,Biddeford,Maine,04005,,43.492584,-70.453384
Jennifer,,Johnston,melissanorman@example.com,,,791-516-6377,(767)748-0635,,791-516-6377,2008-08-30,2019-07-23,Lapsed,L,yearly,lapsed,canceled_by_admin,"No, not a union member",,,,Jewish,"Yes, college student",Zeigler-Royalton Jr High School,No,36022,Maine,,ME_02,709 Main Street,,Caribou,Maine,04736,,46.860557,-68.011968
Samuel,,Martin,evanandrade@example.net,True,TRUE,,,,,1999-05-19,2024-03-01,Member in Good Standing,M,yearly,canceled_by_admin,canceled_by_admin,"Yes, retired union member",,1364,,West Asian / Middle Eastern,,,No,461106,Maine,,ME_02,696 Boothbay Road,,Edgecomb,Maine,04556,,43.958413,-69.630602
Lori,,Hess,kentmichael@example.com,,,,,,,1993-11-07,2002-06-23,Lapsed,L,annual,canceled_by_processor,canceled_by_admin,,,,,Other,No,,No,329760,Maine,,ME_01,7 Commercial Street,,Hartland,Maine,04943,,44.883394,-69.447548
Andrea,,Ayers,iwhite@example.net,,,9262839039,,,9262839039,1997-07-31,2099-11-01,Member in Good Standing,M,income-based,lapsed,canceled_by_admin,"No, not a union member",,,,Prefer Not to Say,"Yes, college student",Maya Angelou Elem Sch,Membership card only,166178,Maine,,ME_02,901 Main Street,,Palmyra,Maine,04965,,44.84662,-69.358749
Theresa,,Davila,npowers@example.com,,,,,,,2000-07-08,2008-02-19,Lapsed,L,income-based,past_due,never,Currently organizing my workplace,,,,Other,,,No,985025,Maine,,ME_01,992 Main Street,,Springfield,Maine,04487,,45.396175,-68.13557
Charles,,Lane,bennettrodney@example.org,,,,,,,2023-02-09,2024-04-12,Member in Good Standing,M,yearly,lapsed,canceled_by_processor,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, high school student",DSST: GREEN VALLEY RANCH MIDDLE SCHOOL,Yes,694488,Maine,,ME_02,5 Libby Road,,Blaine,Maine,04734,,46.505009,-67.868729
Hayley,R.,Avila,ramirezhannah@example.org,,,(520)276-0829,8122141957,,(520)276-0829,1990-02-27,1997-03-12,Lapsed,L,one-time,canceled_by_failure,canceled_by_admin,"Yes, current union member",AFT,5031,,Black / of African Descent,"Yes, graduate student",LANIER ELEMENTARY SCHOOL,Yes,436684,Maine,,ME_02,116 Forest Avenue,,Portland,Maine,04101,,43.658204,-70.266671
Mikayla,,West,lmoore@example.com,,,9264286757,979-759-6096,,9264286757,2003-07-23,2012-05-24,Lapsed,L,yearly,canceled_by_processor,canceled_by_failure,"Yes, retired union member",,4593,,Prefer Not to Say,"Yes, graduate student",College Grove Elementary,No,603805,Maine,,ME_01,237 Main Street,,West Paris,Maine,04289,,44.324339,-70.574112
Richard,T.,Lloyd,anthony83@example.com,True,TRUE,,,,,2007-08-31,2017-11-28,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,Currently organizing my workplace,,,,Pacific Islander,"Yes, college student",BEEKMAN SCHOOL,No,794393,Maine,,ME_02,42 Upland Lane,,Harpswell,Maine,04079,,43.807528,-69.934881
Jennifer,,Mitchell,byoung@example.com,,,300-922-8719,(974)429-8665,,300-922-8719,2015-05-22,2021-12-30,Lapsed,L,income-based,canceled_by_admin,canceled_by_admin,"Yes, current union member",LIUNA,2876,,Hispanic / Latinx,"Yes, graduate student",RUBEN HINOJOSA EL,Yes,88377,Maine,,ME_01,42 Upland Lane,,Harpswell,Maine,04079,,43.807528,-69.934881
Chad,,Rodriguez,amanda23@example.com,,TRUE,6943171595,,,6943171595,2020-01-31,2024-12-24,Member in Good Standing,M,annual,canceled_by_processor,never,"Yes, retired union member",AFT,561,,Prefer Not to Say,"Yes, graduate student",Webster Elem School,Membership card only,521317,Maine,,ME_01,2 Turner Street,,Buckfield,Maine,04220,,44.289944,-70.365372
Matthew,,Evans,gonzalessteven@example.com,,TRUE,8035396217,(893)494-2238,,8035396217,2022-04-09,2024-07-14,Member in Good Standing,M,yearly,canceled_by_processor,canceled_by_user,"Yes, retired union member",AFT,675,,Hispanic / Latinx,"Yes, college student",WILSON J H,Membership card only,659123,Maine,,ME_02,54 Water Street,,Vanceboro,Maine,04491,,45.5634,-67.429721
Curtis,,Garcia,deborahmadden@example.com,,,979-876-6807,448-686-5645,,979-876-6807,1993-02-05,2002-08-01,Lapsed,L,income-based,canceled_by_admin,canceled_by_user,Currently organizing my workplace,,,,Hispanic / Latinx,"Yes, graduate student",Wildlands Charter School,No,141383,Maine,,ME_01,379-381 Intervale Road,,New Gloucester,Maine,04260,,43.963168,-70.282974
Melanie,,Norton,davidhunter@example.org,,,2074514330,927-522-9318,,2074514330,2021-07-01,2022-12-11,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,"No, not a union member",,,,Black / of African Descent,"Yes, college student",Hazardville Memorial School,Membership card only,115136,Maine,,ME_02,20 Mechanic Street,,Bucksport,Maine,04416,,44.573685,-68.795588
Daniel,,Patrick,thomas02@example.org,True,TRUE,551-906-2660,,,551-906-2660,2010-11-21,2014-12-30,Lapsed,L,one-time,past_due,canceled_by_failure,,,,,Jewish,"Yes, high school student",I B PERRINE ELEMENTARY SCHOOL,No,759491,Maine,,ME_02,73b Highland Avenue,,Millinocket,Maine,04462,,45.657728,-68.709869
Elizabeth,,Reese,jake54@example.org,,,(942)430-0201,(358)921-6311,,(942)430-0201,2007-06-18,2020-01-12,Lapsed,L,yearly,past_due,never,"Yes, retired union member",UAW,282,,Black / of African Descent,,,No,640775,Maine,,ME_02,4170 Chan River,Suite 606,Thomasbury,GU,04467,US,,
Erin,,Santos,brandon02@example.org,,,6546903444,,,6546903444,2014-08-04,2019-11-15,Lapsed,L,yearly,canceled_by_admin,never,"Yes, current union member",,3368,,White / of European Descent,"Yes, college student",Pisgah High School,Membership card only,332113,Maine,,ME_01,4 Sunshine Lane,,Naples,Maine,04055,,43.972063,-70.609818
Anthony,A.,Mills,waynegill@example.net,,,(485)812-7058,,,(485)812-7058,2023-04-07,2024-05-30,Member in Good Standing,M,monthly,canceled_by_failure,never,"No, but former union member",,,,Hispanic / Latinx,"Yes, graduate student",Southern Arizona Community Academy,Yes,791045,Maine,,ME_01,4 North Main Street,,Morrill,Maine,04952,,44.44313,-69.149206
Edward,,Peterson,joseph17@example.net,,,(539)950-8853,,,(539)950-8853,2003-12-11,2009-06-14,Lapsed,L,annual,canceled_by_admin,never,"Yes, retired union member",AFSCME,3777,,Hispanic / Latinx,"Yes, college student",BOKOSHE ES,Membership card only,238804,Maine,,ME_02,346 Roosevelt Trail,,Casco,Maine,04015,,43.926792,-70.533201
Brittney,Tina,Williams,ugill@example.org,,,,467-917-7017,,467-917-7017,2017-03-29,2019-07-30,Lapsed,L,one-time,past_due,canceled_by_processor,"No, not a union member",,,,Hispanic / Latinx,,,Membership card only,240473,Maine,,ME_01,63 Pepperrell Road,,Kittery Point,Maine,03905,,43.083422,-70.70783
Karen,,Morris,awatson@example.org,,TRUE,,(593)354-2448,,(593)354-2448,1991-12-13,2020-11-01,Lapsed,L,monthly,canceled_by_processor,,"Yes, retired union member",IBEW,4355,,West Asian / Middle Eastern,"Yes, college student",Foster Elementary School,Yes,99546,Maine,,ME_01,23 Broadway,,Machias,Maine,04654,,44.715514,-67.461548
Diane,,Dennis,jill04@example.com,,,7836807396,,,7836807396,1996-02-27,1998-10-18,Lapsed,L,annual,canceled_by_admin,canceled_by_processor,"No, but former union member",,,,Pacific Islander,,,No,744538,Maine,,ME_01,6 Fearon Lane,,Windham,Maine,04062,,43.826618,-70.438878
Douglas,,Lopez,jessica10@example.com,,,220-328-6336,,,220-328-6336,1999-12-29,2016-03-21,Lapsed,L,one-time,canceled_by_failure,,,,,,Pacific Islander,,,Yes,166254,Maine,,ME_01,2 Westbrook Cmn,,Westbrook,Maine,04092,,43.676304,-70.366387
Christina,,Wilson,vanessamalone@example.com,,,(660)675-6295,,,(660)675-6295,2023-08-08,2024-10-15,Member in Good Standing,M,yearly,canceled_by_processor,canceled_by_user,"No, not a union member",,,,Prefer Not to Say,"Yes, college student",John F Kennedy Elementary,Membership card only,403429,Maine,,ME_01,65 Cote Lane,,Bowdoinham,Maine,04008,,44.039232,-69.871674
Mitchell,,Russell,gilbertcharles@example.net,,,,,,,2019-06-08,2023-12-17,Member,M,one-time,lapsed,canceled_by_processor,"Yes, retired union member",AFT,5821,,Asian,"Yes, high school student",Abingdon-Avon Middle Sch,No,215527,Maine,,ME_02,1479 Greenwood Road,,Greenwood,Maine,04255,,44.318444,-70.651016
Jonathan,,Parrish,fgoodwin@example.org,,,(474)225-6020,,,(474)225-6020,2001-02-17,2013-06-13,Lapsed,L,monthly,canceled_by_failure,canceled_by_processor,"Yes, current union member",UFCW,1533,,Hispanic / Latinx,"Yes, graduate student",East Union High,Membership card only,359547,Maine,,ME_02,7 Gould Street,,Washburn,Maine,04786,,46.790188,-68.157806
Amy,,Cruz,tamidavis@example.com,,,370-845-2646,(689)509-8356,,370-845-2646,2005-09-02,2017-09-17,Lapsed,L,yearly,past_due,canceled_by_failure,"No, but former union member",,,,White / of European Descent,,,No,989201,Maine,,ME_01,3525 Union Street,,Levant,Maine,04456,,44.869496,-68.935089
Jose,,Murray,cclayton@example.org,,,996-947-4287,4014319842,,996-947-4287,2016-02-07,2017-11-13,Lapsed,L,monthly,canceled_by_failure,canceled_by_admin,,,,,Black / of African Descent,,,Yes,704287,Maine,,ME_02,3 East Schoodic Drive,,Birch Harbor,Maine,04613,,44.388944,-68.040248
Richard,,Carter,amorales@example.org,,,7523071350,3068806445,,7523071350,1984-06-17,2011-05-12,Lapsed,L,monthly,past_due,,"Yes, retired union member",USW,5374,,White / of European Descent,"Yes, college student",PS 398,Yes,876049,Maine,,ME_01,158 Main Street,,Newport,Maine,04953,,44.835342,-69.273937
Connie,,Webb,jameshartman@example.com,,TRUE,889-668-3519,510-517-4604,,889-668-3519,1995-04-18,2003-02-13,Lapsed,L,yearly,canceled_by_processor,canceled_by_admin,"Yes, retired union member",LIUNA,2826,,White / of European Descent,"Yes, high school student",Mt Zion Jr High School,Yes,973535,Maine,,ME_01,153 Maine Highway 1,,Whiting,Maine,04691,,44.791094,-67.175903
Robert,,Fuller,williambailey@example.com,,,,,,,2018-02-20,2022-11-20,Lapsed,L,monthly,canceled_by_admin,,"Yes, current union member",UFCW,3555,,Native American / Indigenous,No,,Membership card only,400142,Maine,,ME_02,9 Rider Bluff Road,,Holden,Maine,04429,,44.75285,-68.678922
David,,Powell,sadams@example.net,,,(484)559-4211,,,(484)559-4211,1993-09-29,2017-07-17,Lapsed,L,annual,canceled_by_admin,never,"No, not a union member",,,,Black / of African Descent,"Yes, graduate student",PS 7 SAMUEL STERN,Yes,574000,Maine,,ME_01,391 Bennoch Road,,Old Town,Maine,04468,,44.91182,-68.688241
Lori,,Walton,joan94@example.org,,,,,,,1984-02-11,1990-04-15,Lapsed,L,annual,past_due,canceled_by_failure,"Yes, current union member",UFCW,2906,,Hispanic / Latinx,,,Yes,422310,Maine,,ME_01,196 Main Street,,Yarmouth,Maine,04096,,43.800635,-70.186716
Brandon,,Owens,wheelerjuan@example.com,,TRUE,6566720028,2975578369,,6566720028,1997-10-28,2002-11-27,Lapsed,L,annual,canceled_by_failure,canceled_by_user,Currently organizing my workplace,,,,White / of European Descent,"Yes, college student",ELECTRA JUNIOR/SENIOR HIGH,Membership card only,276769,Maine,,ME_02,391 Bennoch Road,,Old Town,Maine,04468,,44.91182,-68.688241
Holly,,Adams,abowers@example.com,,,,,,,2000-06-10,2021-04-27,Lapsed,L,one-time,past_due,never,"No, but former union member",,,,Hispanic / Latinx,,,Yes,568747,Maine,,ME_01,99 East Main Street,,Fort Kent,Maine,04743,,47.258728,-68.589706
Steven,J.,Ortiz,bryantaylor@example.com,,,,,,,1985-01-27,2024-03-29,Member in Good Standing,M,monthly,canceled_by_processor,,"Yes, retired union member",USW,76,,Black / of African Descent,,,Yes,946723,Maine,,ME_01,195 Main Street,,Stockton Springs,Maine,04981,,44.48952,-68.856976
Mark,,Montgomery,ryanmichael@example.org,,,(959)229-2406,(817)555-3443,,(959)229-2406,1992-07-12,2011-12-24,Lapsed,L,annual,canceled_by_failure,never,"No, not a union member",,,,Prefer Not to Say,No,,No,50719,Maine,,ME_01,397 Water Street,,Gardiner,Maine,04345,,44.230441,-69.775543
Ana,,Franklin,hrios@example.net,,,496-395-2546,8023564484,,496-395-2546,1987-09-11,1992-08-28,Lapsed,L,annual,canceled_by_failure,canceled_by_failure,"Yes, current union member",UAW,3731,,Asian,No,,Yes,597658,Maine,,ME_01,775 Main Street,,Westbrook,Maine,04092,,43.676659,-70.36279
Lee,,Howard,moorejeanne@example.net,,,,(459)442-5451,,(459)442-5451,1991-11-02,2017-09-14,Lapsed,L,annual,past_due,,"No, but former union member",,,,Black / of African Descent,"Yes, college student",Environmental Charter High,No,884082,Maine,,ME_02,731 Drews Lake Road,,New Limerick,Maine,04761,,46.101164,-67.96002
Darryl,E.,Gill,richard68@example.net,,,700-824-5650,940-997-4570,,700-824-5650,1991-03-26,2011-08-05,Lapsed,L,income-based,canceled_by_processor,never,"No, not a union member",,,,Asian,No,,Membership card only,577321,Maine,,ME_02,258 Jefferson Street,,Waldoboro,Maine,04572,,44.095476,-69.375916
Debra,,Gardner,josewatson@example.org,,,(925)459-8234,,,(925)459-8234,1990-05-15,2024-01-02,Member in Good Standing,M,yearly,canceled_by_failure,canceled_by_user,"Yes, current union member",,5782,,Black / of African Descent,No,,Yes,74042,Maine,,ME_02,896 Tremont Road,,Seal Cove,Maine,04674,,44.272154,-68.400328
Tammy,,Martin,joseph95@example.com,,,(573)843-6941,,,(573)843-6941,1995-01-18,2012-10-24,Lapsed,L,one-time,canceled_by_admin,,"Yes, current union member",UAW,3868,,Hispanic / Latinx,"Yes, college student",Mount Pleasant Middle School,No,333676,Maine,,ME_01,11 Pleasant Street,,Lubec,Maine,04652,,44.860736,-66.984329
Brenda,,Spencer,qrobertson@example.net,,,659-531-3413,,,659-531-3413,2020-11-24,2022-07-27,Lapsed,L,monthly,past_due,never,"No, but former union member",,,,Prefer Not to Say,"Yes, college student",PEMBROKE JUNIOR-SENIOR HIGH SCHOOL,Membership card only,330391,Maine,,ME_01,669 John Plain,Suite 682,Brownside,ND,04563,US,,
Cindy,,Day,stewartsteven@example.com,,,428-964-3374,(779)880-1794,,428-964-3374,2006-04-12,2017-04-10,Lapsed,L,one-time,canceled_by_admin,canceled_by_failure,Currently organizing my workplace,,,,Hispanic / Latinx,,,No,694868,Maine,,ME_02,202 Pine Street,,South Portland,Maine,04106,,43.641472,-70.240881
Todd,,Long,rodriguezwilliam@example.net,True,,(718)858-9172,(920)958-8891,,(718)858-9172,2013-09-23,2023-06-17,Member,M,annual,canceled_by_processor,,Currently organizing my workplace,,,,Hispanic / Latinx,,,No,664724,Maine,,ME_02,3 Main Street,,Steep Falls,Maine,04085,,43.793965,-70.652558
Marc,Samantha,Dean,qgarcia@example.net,True,,,8068275250,,8068275250,2016-04-16,2017-11-17,Lapsed,L,one-time,canceled_by_failure,canceled_by_user,"Yes, current union member",NEA,3339,,Pacific Islander,,,Membership card only,636895,Maine,,ME_01,12 Shipyard Lane,,Harrington,Maine,04643,,44.61931,-67.810364
Michael,,Blake,jeffrey60@example.com,,,4064724130,,,4064724130,2019-03-31,2020-04-01,Lapsed,L,annual,lapsed,,Currently organizing my workplace,,,,Prefer Not to Say,"Yes, high school student",FOREST VISTA EL,Yes,661834,Maine,,ME_01,1316 Main Street,,Wilton,Maine,04294,,44.616257,-70.194626
Tamara,,Nash,oclark@example.org,,,,,,,1982-10-25,2012-01-01,Lapsed,L,annual,canceled_by_processor,canceled_by_user,Currently organizing my workplace,,,,Other,"Yes, college student",George Washington Elementary,Yes,111813,Maine,,ME_02,3 Bryant Road,,Freedom,Maine,04941,,44.53078,-69.298325
Alexis,,Smith,linda05@example.com,,,782-801-7620,,,782-801-7620,1999-04-27,2005-09-09,Lapsed,L,annual,canceled_by_admin,canceled_by_user,"No, not a union member",,,,Native American / Indigenous,"Yes, graduate student",Belmont School,Yes,854783,Maine,,ME_02,79 Norton Road,,Fayette,Maine,04349,,44.422835,-70.053469
Ryan,,Johnson,nicholassmith@example.com,,TRUE,895-890-7007,,,895-890-7007,2003-09-15,2014-05-30,Lapsed,L,annual,canceled_by_admin,canceled_by_processor,"No, but former union member",,,,Jewish,"Yes, college student",PEMBROKE JUNIOR-SENIOR HIGH SCHOOL,No,219392,Maine,,ME_02,97 Main Street,,Mars Hill,Maine,04758,,46.515875,-67.866414
Stacey,,Dean,kelseydavenport@example.com,,,9737261893,(603)580-4619,,9737261893,2021-05-04,2022-08-16,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,Currently organizing my workplace,,,,Native American / Indigenous,"Yes, graduate student",COTTON CREEK ELEMENTARY SCHOOL,Yes,588057,Maine,,ME_02,2 Post Office Road,,Round Pond,Maine,04564,,43.941211,-69.463938
James,,Meza,riverashannon@example.org,,,,,,,2010-07-26,2022-05-13,Lapsed,L,one-time,canceled_by_failure,canceled_by_user,"Yes, current union member",,1293,,Other,"Yes, graduate student",Clark Avenue School,No,411964,Maine,,ME_02,3 Steamboat Road,,Cutler,Maine,04626,,44.657365,-67.203831
Amanda,,Klein,moorecarrie@example.com,,TRUE,770-643-3379,7028252481,,770-643-3379,1985-09-02,1993-10-04,Lapsed,L,one-time,canceled_by_processor,never,"No, but former union member",,,,Jewish,"Yes, graduate student",RIVERSIDE MIDDLE SCHOOL,Yes,222188,Maine,,ME_02,211 Green Road Rd,,Waterford,Maine,04267,,44.220444,-70.776375
Jessica,,Johnson,gmiles@example.net,,,,(935)246-7880,,(935)246-7880,1991-11-26,2021-12-12,Lapsed,L,annual,canceled_by_failure,never,Currently organizing my workplace,,,,West Asian / Middle Eastern,"Yes, college student",CAMERON INTERMEDIATE SCHOOL,Yes,633343,Maine,,ME_01,42 Pleasant Street,,Passadumkeag,Maine,04475,,45.185471,-68.612201
Lauren,,James,allen16@example.com,True,,,(717)733-9490,,(717)733-9490,1997-08-09,2005-12-10,Lapsed,L,one-time,canceled_by_processor,never,"No, but former union member",,,,Other,,,No,141555,Maine,,ME_01,128 Main Street,,Whitefield,Maine,04353,,44.25938,-69.55278
Brian,,Miller,nancywilcox@example.net,,,(879)716-5811,(865)780-1365,,(879)716-5811,1998-01-20,2014-10-15,Lapsed,L,annual,canceled_by_admin,canceled_by_user,"Yes, retired union member",UAW,4082,,Black / of African Descent,"Yes, college student",Hamlin Elementary - 09,Yes,737575,Maine,,ME_01,316 Main Street,,Jay,Maine,04239,,44.504341,-70.21637
Kelsey,L.,Diaz,christophercook@example.net,,,6075046676,927-656-6598,,6075046676,2002-09-03,2011-06-24,Lapsed,L,annual,lapsed,canceled_by_processor,"Yes, current union member",AFSCME,3465,,Asian,"Yes, college student",Walter Jacobson Elementary School,Yes,480020,Maine,,ME_02,2 Main Road North,,Frankfort,Maine,04438,,44.608844,-68.874601
Paul,,Russell,jamescross@example.net,,,4037528590,,,4037528590,2018-05-14,2099-11-01,Member in Good Standing,M,annual,canceled_by_processor,canceled_by_processor,"Yes, current union member",AFT,683,,White / of European Descent,"Yes, college student",GLENVAR HIGH,No,369764,Maine,,ME_01,8 Old Corner Road,,Sherman,Maine,04776,,45.871366,-68.418045
Amy,,Phillips,katherinelewis@example.org,True,,8097040715,,,8097040715,1994-02-26,1996-12-14,Lapsed,L,monthly,canceled_by_admin,canceled_by_user,"No, but former union member",,,,Asian,No,,Yes,707530,Maine,,ME_01,7a Sb Emery Court,,Sanford,Maine,04073,,43.438878,-70.773983
Sherry,,Greene,randerson@example.net,,,,,,,1998-06-06,2000-08-11,Lapsed,L,yearly,canceled_by_admin,never,"Yes, retired union member",UAW,305,,West Asian / Middle Eastern,No,,No,16258,Maine,,ME_01,7 Maple Street,,Danforth,Maine,04424,,45.66034,-67.868345
Daniel,,James,brooke62@example.org,,,,2324701459,,2324701459,1991-07-03,1995-05-24,Lapsed,L,monthly,lapsed,canceled_by_user,"Yes, current union member",Teamsters,4815,,Asian,"Yes, graduate student",Stonewall Elementary School,Membership card only,54328,Maine,,ME_01,13 Church Street,,Livermore,Maine,04253,,44.384238,-70.249329
Matthew,,Cox,davidhoward@example.org,,,877-960-6201,,,877-960-6201,1994-03-25,2017-12-10,Lapsed,L,income-based,lapsed,,"Yes, current union member",NEA,4885,,Other,"Yes, college student",Prairie Grove Elementary School,Membership card only,737512,Maine,,ME_01,56 Sewall Street,,Augusta,Maine,04330,,44.311341,-69.783108
Michael,,Brock,garycole@example.net,,TRUE,,5305745247,,5305745247,2020-06-01,2022-10-27,Lapsed,L,annual,canceled_by_admin,canceled_by_processor,"No, not a union member",,,,Prefer Not to Say,"Yes, graduate student",GRASSY LAKE ELEMENTARY SCHOOL,No,50525,Maine,,ME_02,33 Doanes Point Avenue,,Sorrento,Maine,04677,,44.473412,-68.177234
Jennifer,,Baker,laura42@example.com,,TRUE,964-213-6974,,,964-213-6974,1994-01-11,2022-01-18,Lapsed,L,monthly,canceled_by_failure,canceled_by_user,"No, not a union member",,,,Hispanic / Latinx,No,,Membership card only,970794,Maine,,ME_01,2282 Riverside Drive,,Vassalboro,Maine,04989,,44.459525,-69.677899
Rebekah,,Alvarez,james10@example.com,,,(918)433-3146,,,(918)433-3146,2023-01-28,2024-09-17,Member in Good Standing,M,one-time,canceled_by_admin,canceled_by_failure,Currently organizing my workplace,,,,Black / of African Descent,,,No,941107,Maine,,ME_01,5 Elm Street,,Searsport,Maine,04974,,44.458409,-68.9242
James,,Stevens,aherrera@example.org,,,9585514008,,,9585514008,2006-10-11,2023-11-20,Member,M,income-based,canceled_by_processor,never,"Yes, retired union member",NEA,2546,,Hispanic / Latinx,"Yes, high school student",SALADO J H,Membership card only,808507,Maine,,ME_02,1 Back Road,,Abbot,Maine,04406,,45.187119,-69.450588
Raymond,Joshua,Johnson,samantha60@example.net,True,,,(910)399-2995,,(910)399-2995,2012-09-10,2014-06-15,Lapsed,L,monthly,canceled_by_processor,canceled_by_processor,"No, but former union member",,,,Hispanic / Latinx,"Yes, high school student",Naches Valley Middle School,No,843039,Maine,,ME_02,31 Old Airline Road,,Aurora,Maine,04408,,44.854237,-68.328076
William,Jordan,Tran,michael73@example.com,,TRUE,(838)909-6197,,,(838)909-6197,1997-06-10,2006-01-31,Lapsed,L,one-time,canceled_by_processor,,"No, not a union member",,,,White / of European Descent,,,Yes,413059,Maine,,ME_01,237 Main Street,,Brownfield,Maine,04010,,43.938451,-70.909195
Dawn,K.,Cook,james61@example.com,,,333-672-3519,,,333-672-3519,1999-12-01,2003-09-04,Lapsed,L,one-time,canceled_by_admin,,Currently organizing my workplace,,,,Other,"Yes, high school student",Amery Intermediate,No,97736,Maine,,ME_02,128 Main Street,,Whitefield,Maine,04353,,44.25938,-69.55278
Daniel,,Dennis,tara97@example.net,,,948-492-1094,,,948-492-1094,2001-10-29,2018-08-31,Lapsed,L,one-time,canceled_by_admin,,Currently organizing my workplace,,,,Other,,,Yes,89139,Maine,,ME_01,73 Hammond Street,,Bangor,Maine,04402,,44.801783,-68.772413
Danny,,Harrison,aaron79@example.com,,TRUE,,4927531237,,4927531237,2008-09-01,2012-04-30,Lapsed,L,annual,canceled_by_admin,canceled_by_admin,"No, but former union member",,,,Other,"Yes, graduate student",Lawton C. Johnson Summit Middle School,Membership card only,241859,Maine,,ME_01,5 Beam Street,,Stockholm,Maine,04783,,47.042522,-68.139954
Troy,,Hansen,williamsmith@example.net,,,(816)896-7960,6123451739,,(816)896-7960,2021-06-27,2022-08-05,Lapsed,L,annual,canceled_by_processor,canceled_by_admin,"No, not a union member",,,,Prefer Not to Say,"Yes, graduate student",Rockdale RYDC,Yes,456193,Maine,,ME_02,5 Lopaus Point Road,,Bernard,Maine,04674,,44.241192,-68.355851
Thomas,,Norton,ehebert@example.net,,,,3642791907,,3642791907,2018-08-17,2024-03-11,Member in Good Standing,M,annual,lapsed,canceled_by_user,"No, not a union member",,,,Prefer Not to Say,"Yes, high school student",East Brook Elementary School,No,29032,Maine,,ME_01,566 Carla Pike,Apt. 938,Chandlerchester,MN,04949,US,,
Alexandra,,Knight,sethgonzales@example.net,,,,392-900-2659,,392-900-2659,1990-06-26,1995-06-27,Lapsed,L,monthly,lapsed,canceled_by_failure,"Yes, retired union member",Teamsters,5485,,Pacific Islander,"Yes, graduate student",PALM BAY PREPARATORY ACADEMY 6-12,No,765183,Maine,,ME_02,8 Federal Street,,Wiscasset,Maine,04578,,44.003187,-69.66568
Robin,,Ferguson,rangelamy@example.com,,TRUE,7233964992,,,7233964992,2012-09-07,2015-08-26,Lapsed,L,income-based,past_due,never,"No, not a union member",,,,Other,No,,Yes,318432,Maine,,ME_01,1729 Harpswell Islands Road,,Orrs Island,Maine,04066,,43.759873,-69.978089
